x,y,z
-0.23076923,-0.076923077,0.97084758
-0.23076923,0.076923077,0.97084758
-0.23076923,0.23076923,0.94813874
-0.23076923,0.38461538,0.90430217
-0.23076923,0.53846154,0.84231803
-0.23076923,0.69230769,0.76623054
-0.23076923,0.84615385,0.6807124
-0.23076923,1,0.59059356
-0.23076923,1.1538462,0.50041992
-0.23076923,1.3076923,0.41409627
-0.23076923,1.4615385,0.3346485
-0.23076923,1.6153846,0.26411757
-0.23076923,1.7692308,0.20357598
-0.23076923,1.9230769,0.15324158
-0.23076923,2.0769231,0.11265424
-0.23076923,2.2307692,0.080879661
-0.23076923,2.3846154,0.056708992
-0.23076923,2.5384615,0.038831609
-0.23076923,2.6923077,0.02596807
-0.23076923,2.8461538,0.016959569
-0.23076923,3,0.010817098

-0.076923077,-3,0.011076178
-0.076923077,-2.8461538,0.017365767
-0.076923077,-2.6923077,0.02659003
-0.076923077,-2.5384615,0.039761663
-0.076923077,-2.3846154,0.058067227
-0.076923077,-2.2307692,0.082816807
-0.076923077,-2.0769231,0.11535242
-0.076923077,-1.9230769,0.15691186
-0.076923077,-1.7692308,0.20845182
-0.076923077,-1.6153846,0.27044344
-0.076923077,-1.4615385,0.34266365
-0.076923077,-1.3076923,0.42401427
-0.076923077,-1.1538462,0.51240546
-0.076923077,-1,0.60473884
-0.076923077,-0.84615385,0.69701612
-0.076923077,-0.69230769,0.7845825
-0.076923077,-0.53846154,0.86249235
-0.076923077,-0.38461538,0.92596108
-0.076923077,-0.23076923,0.97084758
-0.076923077,-0.076923077,0.99410031
-0.076923077,0.076923077,0.99410031
-0.076923077,0.23076923,0.97084758
-0.076923077,0.38461538,0.92596108
-0.076923077,0.53846154,0.86249235
-0.076923077,0.69230769,0.7845825
-0.076923077,0.84615385,0.69701612
-0.076923077,1,0.60473884
-0.076923077,1.1538462,0.51240546
-0.076923077,1.3076923,0.42401427
-0.076923077,1.4615385,0.34266365
-0.076923077,1.6153846,0.27044344
-0.076923077,1.7692308,0.20845182
-0.076923077,1.9230769,0.15691186
-0.076923077,2.0769231,0.11535242
-0.076923077,2.2307692,0.082816807
-0.076923077,2.3846154,0.058067227
-0.076923077,2.5384615,0.039761663
-0.076923077,2.6923077,0.02659003
-0.076923077,2.8461538,0.017365767
-0.076923077,3,0.011076178

0.076923077,-3,0.011076178
0.076923077,-2.8461538,0.017365767
0.076923077,-2.6923077,0.02659003
0.076923077,-2.5384615,0.039761663
0.076923077,-2.3846154,0.058067227
0.076923077,-2.2307692,0.082816807
0.076923077,-2.0769231,0.11535242
0.076923077,-1.9230769,0.15691186
0.076923077,-1.7692308,0.20845182
0.076923077,-1.6153846,0.27044344
0.076923077,-1.4615385,0.34266365
0.076923077,-1.3076923,0.42401427
0.076923077,-1.1538462,0.51240546
0.076923077,-1,0.60473884
0.076923077,-0.84615385,0.69701612
0.076923077,-0.69230769,0.7845825
0.076923077,-0.53846154,0.86249235
0.076923077,-0.38461538,0.92596108
0.076923077,-0.23076923,0.97084758
0.076923077,-0.076923077,0.99410031
0.076923077,0.076923077,0.99410031
0.076923077,0.23076923,0.97084758
0.076923077,0.38461538,0.92596108
0.076923077,0.53846154,0.86249235
0.076923077,0.69230769,0.7845825
0.076923077,0.84615385,0.69701612
0.076923077,1,0.60473884
0.076923077,1.1538462,0.51240546
0.076923077,1.3076923,0.42401427
0.076923077,1.4615385,0.34266365
0.076923077,1.6153846,0.27044344
0.076923077,1.7692308,0.20845182
0.076923077,1.9230769,0.15691186
0.076923077,2.0769231,0.11535242
0.076923077,2.2307692,0.082816807
0.076923077,2.3846154,0.058067227
0.076923077,2.5384615,0.039761663
0.076923077,2.6923077,0.02659003
0.076923077,2.8461538,0.017365767
0.076923077,3,0.011076178

0.23076923,-3,0.010817098
0.23076923,-2.8461538,0.016959569
0.23076923,-2.6923077,0.02596807
0.23076923,-2.5384615,0.038831609
0.23076923,-2.3846154,0.056708992
0.23076923,-2.2307692,0.080879661
0.23076923,-2.0769231,0.11265424
0.23076923,-1.9230769,0.15324158
0.23076923,-1.7692308,0.20357598
0.23076923,-1.6153846,0.26411757
0.23076923,-1.4615385,0.3346485
0.23076923,-1.3076923,0.41409627
0.23076923,-1.1538462,0.50041992
0.23076923,-1,0.59059356
0.23076923,-0.84615385,0.6807124
0.23076923,-0.69230769,0.76623054
0.23076923,-0.53846154,0.84231803
0.23076923,-0.38461538,0.90430217
0.23076923,-0.23076923,0.94813874
0.23076923,-0.076923077,0.97084758
0.23076923,0.076923077,0.97084758
0.23076923,0.23076923,0.94813874
0.23076923,0.38461538,0.90430217
0.23076923,0.53846154,0.84231803
0.23076923,0.69230769,0.76623054
0.23076923,0.84615385,0.6807124
0.23076923,1,0.59059356
0.23076923,1.1538462,0.50041992
0.23076923,1.3076923,0.41409627
0.23076923,1.4615385,0.3346485
0.23076923,1.6153846,0.26411757
0.23076923,1.7692308,0.20357598
0.23076923,1.9230769,0.15324158
0.23076923,2.0769231,0.11265424
0.23076923,2.2307692,0.080879661
0.23076923,2.3846154,0.056708992
0.23076923,2.5384615,0.038831609
0.23076923,2.6923077,0.02596807
0.23076923,2.8461538,0.016959569
0.23076923,3,0.010817098

0.38461538,-3,0.010316977
0.38461538,-2.8461538,0.016175454
0.38461538,-2.6923077,0.024767453
0.38461538,-2.5384615,0.037036255
0.38461538,-2.3846154,0.054087089
0.38461538,-2.2307692,0.077140243
0.38461538,-2.0769231,0.10744575
0.38461538,-1.9230769,0.14615656
0.38461538,-1.7692308,0.19416378
0.38461538,-1.6153846,0.25190627
0.38461538,-1.4615385,0.31917625
0.38461538,-1.3076923,0.3949508
0.38461538,-1.1538462,0.47728334
0.38461538,-1,0.56328785
0.38461538,-0.84615385,0.64924011
0.38461538,-0.69230769,0.73080438
0.38461538,-0.53846154,0.80337401
0.38461538,-0.38461538,0.86249235
0.38461538,-0.23076923,0.90430217
0.38461538,-0.076923077,0.92596108
0.38461538,0.076923077,0.92596108
0.38461538,0.23076923,0.90430217
0.38461538,0.38461538,0.86249235
0.38461538,0.53846154,0.80337401
0.38461538,0.69230769,0.73080438
0.38461538,0.84615385,0.64924011
0.38461538,1,0.56328785
0.38461538,1.1538462,0.47728334
0.38461538,1.3076923,0.3949508
0.38461538,1.4615385,0.31917625
0.38461538,1.6153846,0.25190627
0.38461538,1.7692308,0.19416378
0.38461538,1.9230769,0.14615656
0.38461538,2.0769231,0.10744575
0.38461538,2.2307692,0.077140243
0.38461538,2.3846154,0.054087089
0.38461538,2.5384615,0.037036255
0.38461538,2.6923077,0.024767453
0.38461538,2.8461538,0.016175454
0.38461538,3,0.010316977

0.53846154,-3,0.009609814
0.53846154,-2.8461538,0.01506673
0.53846154,-2.6923077,0.023069802
0.53846154,-2.5384615,0.034497656
0.53846154,-2.3846154,0.050379765
0.53846154,-2.2307692,0.071852771
0.53846154,-2.0769231,0.10008103
0.53846154,-1.9230769,0.13613846
0.53846154,-1.7692308,0.18085509
0.53846154,-1.6153846,0.2346397
0.53846154,-1.4615385,0.29729875
0.53846154,-1.3076923,0.36787944
0.53846154,-1.1538462,0.44456861
0.53846154,-1,0.52467806
0.53846154,-0.84615385,0.60473884
0.53846154,-0.69230769,0.6807124
0.53846154,-0.53846154,0.74830784
0.53846154,-0.38461538,0.80337401
0.53846154,-0.23076923,0.84231803
0.53846154,-0.076923077,0.86249235
0.53846154,0.076923077,0.86249235
0.53846154,0.23076923,0.84231803
0.53846154,0.38461538,0.80337401
0.53846154,0.53846154,0.74830784
0.53846154,0.69230769,0.6807124
0.53846154,0.84615385,0.60473884
0.53846154,1,0.52467806
0.53846154,1.1538462,0.44456861
0.53846154,1.3076923,0.36787944
0.53846154,1.4615385,0.29729875
0.53846154,1.6153846,0.2346397
0.53846154,1.7692308,0.18085509
0.53846154,1.9230769,0.13613846
0.53846154,2.0769231,0.10008103
0.53846154,2.2307692,0.071852771
0.53846154,2.3846154,0.050379765
0.53846154,2.5384615,0.034497656
0.53846154,2.6923077,0.023069802
0.53846154,2.8461538,0.01506673
0.53846154,3,0.009609814

0.69230769,-3,0.0087417492
0.69230769,-2.8461538,0.013705736
0.69230769,-2.6923077,0.020985883
0.69230769,-2.5384615,0.031381446
0.69230769,-2.3846154,0.045828907
0.69230769,-2.2307692,0.065362234
0.69230769,-2.0769231,0.091040601
0.69230769,-1.9230769,0.12384093
0.69230769,-1.7692308,0.16451826
0.69230769,-1.6153846,0.21344444
0.69230769,-1.4615385,0.27044344
0.69230769,-1.3076923,0.3346485
0.69230769,-1.1538462,0.40441025
0.69230769,-1,0.47728334
0.69230769,-0.84615385,0.55011214
0.69230769,-0.69230769,0.61922292
0.69230769,-0.53846154,0.6807124
0.69230769,-0.38461538,0.73080438
0.69230769,-0.23076923,0.76623054
0.69230769,-0.076923077,0.7845825
0.69230769,0.076923077,0.7845825
0.69230769,0.23076923,0.76623054
0.69230769,0.38461538,0.73080438
0.69230769,0.53846154,0.6807124
0.69230769,0.69230769,0.61922292
0.69230769,0.84615385,0.55011214
0.69230769,1,0.47728334
0.69230769,1.1538462,0.40441025
0.69230769,1.3076923,0.3346485
0.69230769,1.4615385,0.27044344
0.69230769,1.6153846,0.21344444
0.69230769,1.7692308,0.16451826
0.69230769,1.9230769,0.12384093
0.69230769,2.0769231,0.091040601
0.69230769,2.2307692,0.065362234
0.69230769,2.3846154,0.045828907
0.69230769,2.5384615,0.031381446
0.69230769,2.6923077,0.020985883
0.69230769,2.8461538,0.013705736
0.69230769,3,0.0087417492

0.84615385,-3,0.0077660923
0.84615385,-2.8461538,0.012176054
0.84615385,-2.6923077,0.018643671
0.84615385,-2.5384615,0.027878997
0.84615385,-2.3846154,0.040713993
0.84615385,-2.2307692,0.058067227
0.84615385,-2.0769231,0.080879661
0.84615385,-1.9230769,0.11001918
0.84615385,-1.7692308,0.14615656
0.84615385,-1.6153846,0.18962215
0.84615385,-1.4615385,0.24025954
0.84615385,-1.3076923,0.29729875
0.84615385,-1.1538462,0.35927447
0.84615385,-1,0.42401427
0.84615385,-0.84615385,0.48871473
0.84615385,-0.69230769,0.55011214
0.84615385,-0.53846154,0.60473884
0.84615385,-0.38461538,0.64924011
0.84615385,-0.23076923,0.6807124
0.84615385,-0.076923077,0.69701612
0.84615385,0.076923077,0.69701612
0.84615385,0.23076923,0.6807124
0.84615385,0.38461538,0.64924011
0.84615385,0.53846154,0.60473884
0.84615385,0.69230769,0.55011214
0.84615385,0.84615385,0.48871473
0.84615385,1,0.42401427
0.84615385,1.1538462,0.35927447
0.84615385,1.3076923,0.29729875
0.84615385,1.4615385,0.24025954
0.84615385,1.6153846,0.18962215
0.84615385,1.7692308,0.14615656
0.84615385,1.9230769,0.11001918
0.84615385,2.0769231,0.080879661
0.84615385,2.2307692,0.058067227
0.84615385,2.3846154,0.040713993
0.84615385,2.5384615,0.027878997
0.84615385,2.6923077,0.018643671
0.84615385,2.8461538,0.012176054
0.84615385,3,0.0077660923

1,-3,0.006737947
1,-2.8461538,0.010564078
1,-2.6923077,0.016175454
1,-2.5384615,0.024188124
1,-2.3846154,0.035323908
1,-2.2307692,0.050379765
1,-2.0769231,0.070172082
1,-1.9230769,0.095453847
1,-1.7692308,0.12680704
1,-1.6153846,0.16451826
1,-1.4615385,0.20845182
1,-1.3076923,0.25793966
1,-1.1538462,0.31171048
1,-1,0.36787944
1,-0.84615385,0.42401427
1,-0.69230769,0.47728334
1,-0.53846154,0.52467806
1,-0.38461538,0.56328785
1,-0.23076923,0.59059356
1,-0.076923077,0.60473884
1,0.076923077,0.60473884
1,0.23076923,0.59059356
1,0.38461538,0.56328785
1,0.53846154,0.52467806
1,0.69230769,0.47728334
1,0.84615385,0.42401427
1,1,0.36787944
1,1.1538462,0.31171048
1,1.3076923,0.25793966
1,1.4615385,0.20845182
1,1.6153846,0.16451826
1,1.7692308,0.12680704
1,1.9230769,0.095453847
1,2.0769231,0.070172082
1,2.2307692,0.050379765
1,2.3846154,0.035323908
1,2.5384615,0.024188124
1,2.6923077,0.016175454
1,2.8461538,0.010564078
1,3,0.006737947

1.1538462,-3,0.0057091766
1.1538462,-2.8461538,0.0089511225
1.1538462,-2.6923077,0.013705736
1.1538462,-2.5384615,0.020495007
1.1538462,-2.3846154,0.029930545
1.1538462,-2.2307692,0.042687628
1.1538462,-2.0769231,0.059457994
1.1538462,-1.9230769,0.080879661
1.1538462,-1.7692308,0.10744575
1.1538462,-1.6153846,0.1393991
1.1538462,-1.4615385,0.17662476
1.1538462,-1.3076923,0.21855664
1.1538462,-1.1538462,0.26411757
1.1538462,-1,0.31171048
1.1538462,-0.84615385,0.35927447
1.1538462,-0.69230769,0.40441025
1.1538462,-0.53846154,0.44456861
1.1538462,-0.38461538,0.47728334
1.1538462,-0.23076923,0.50041992
1.1538462,-0.076923077,0.51240546
1.1538462,0.076923077,0.51240546
1.1538462,0.23076923,0.50041992
1.1538462,0.38461538,0.47728334
1.1538462,0.53846154,0.44456861
1.1538462,0.69230769,0.40441025
1.1538462,0.84615385,0.35927447
1.1538462,1,0.31171048
1.1538462,1.1538462,0.26411757
1.1538462,1.3076923,0.21855664
1.1538462,1.4615385,0.17662476
1.1538462,1.6153846,0.1393991
1.1538462,1.7692308,0.10744575
1.1538462,1.9230769,0.080879661
1.1538462,2.0769231,0.059457994
1.1538462,2.2307692,0.042687628
1.1538462,2.3846154,0.029930545
1.1538462,2.5384615,0.020495007
1.1538462,2.6923077,0.013705736
1.1538462,2.8461538,0.0089511225
1.1538462,3,0.0057091766

1.3076923,-3,0.0047243297
1.3076923,-2.8461538,0.0074070321
1.3076923,-2.6923077,0.011341463
1.3076923,-2.5384615,0.016959569
1.3076923,-2.3846154,0.024767453
1.3076923,-2.2307692,0.035323908
1.3076923,-2.0769231,0.049201345
1.3076923,-1.9230769,0.066927722
1.3076923,-1.7692308,0.088911095
1.3076923,-1.6153846,0.11535242
1.3076923,-1.4615385,0.14615656
1.3076923,-1.3076923,0.18085509
1.3076923,-1.1538462,0.21855664
1.3076923,-1,0.25793966
1.3076923,-0.84615385,0.29729875
1.3076923,-0.69230769,0.3346485
1.3076923,-0.53846154,0.36787944
1.3076923,-0.38461538,0.3949508
1.3076923,-0.23076923,0.41409627
1.3076923,-0.076923077,0.42401427
1.3076923,0.076923077,0.42401427
1.3076923,0.23076923,0.41409627
1.3076923,0.38461538,0.3949508
1.3076923,0.53846154,0.36787944
1.3076923,0.69230769,0.3346485
1.3076923,0.84615385,0.29729875
1.3076923,1,0.25793966
1.3076923,1.1538462,0.21855664
1.3076923,1.3076923,0.18085509
1.3076923,1.4615385,0.14615656
1.3076923,1.6153846,0.11535242
1.3076923,1.7692308,0.088911095
1.3076923,1.9230769,0.066927722
1.3076923,2.0769231,0.049201345
1.3076923,2.2307692,0.035323908
1.3076923,2.3846154,0.024767453
1.3076923,2.5384615,0.016959569
1.3076923,2.6923077,0.011341463
1.3076923,2.8461538,0.0074070321
1.3076923,3,0.0047243297

1.4615385,-3,0.0038179283
1.4615385,-2.8461538,0.0059859322
1.4615385,-2.6923077,0.0091655106
1.4615385,-2.5384615,0.013705736
1.4615385,-2.3846154,0.020015614
1.4615385,-2.2307692,0.028546726
1.4615385,-2.0769231,0.039761663
1.4615385,-1.9230769,0.054087089
1.4615385,-1.7692308,0.071852771
1.4615385,-1.6153846,0.093221111
1.4615385,-1.4615385,0.11811522
1.4615385,-1.3076923,0.14615656
1.4615385,-1.1538462,0.17662476
1.4615385,-1,0.20845182
1.4615385,-0.84615385,0.24025954
1.4615385,-0.69230769,0.27044344
1.4615385,-0.53846154,0.29729875
1.4615385,-0.38461538,0.31917625
1.4615385,-0.23076923,0.3346485
1.4615385,-0.076923077,0.34266365
1.4615385,0.076923077,0.34266365
1.4615385,0.23076923,0.3346485
1.4615385,0.38461538,0.31917625
1.4615385,0.53846154,0.29729875
1.4615385,0.69230769,0.27044344
1.4615385,0.84615385,0.24025954
1.4615385,1,0.20845182
1.4615385,1.1538462,0.17662476
1.4615385,1.3076923,0.14615656
1.4615385,1.4615385,0.11811522
1.4615385,1.6153846,0.093221111
1.4615385,1.7692308,0.071852771
1.4615385,1.9230769,0.054087089
1.4615385,2.0769231,0.039761663
1.4615385,2.2307692,0.028546726
1.4615385,2.3846154,0.020015614
1.4615385,2.5384615,0.013705736
1.4615385,2.6923077,0.0091655106
1.4615385,2.8461538,0.0059859322
1.4615385,3,0.0038179283

1.6153846,-3,0.003013257
1.6153846,-2.8461538,0.0047243297
1.6153846,-2.6923077,0.0072337762
1.6153846,-2.5384615,0.010817098
1.6153846,-2.3846154,0.015797099
1.6153846,-2.2307692,0.022530183
1.6153846,-2.0769231,0.031381446
1.6153846,-1.9230769,0.042687628
1.6153846,-1.7692308,0.056708992
1.6153846,-1.6153846,0.073573715
1.6153846,-1.4615385,0.093221111
1.6153846,-1.3076923,0.11535242
1.6153846,-1.1538462,0.1393991
1.6153846,-1,0.16451826
1.6153846,-0.84615385,0.18962215
1.6153846,-0.69230769,0.21344444
1.6153846,-0.53846154,0.2346397
1.6153846,-0.38461538,0.25190627
1.6153846,-0.23076923,0.26411757
1.6153846,-0.076923077,0.27044344
1.6153846,0.076923077,0.27044344
1.6153846,0.23076923,0.26411757
1.6153846,0.38461538,0.25190627
1.6153846,0.53846154,0.2346397
1.6153846,0.69230769,0.21344444
1.6153846,0.84615385,0.18962215
1.6153846,1,0.16451826
1.6153846,1.1538462,0.1393991
1.6153846,1.3076923,0.11535242
1.6153846,1.4615385,0.093221111
1.6153846,1.6153846,0.073573715
1.6153846,1.7692308,0.056708992
1.6153846,1.9230769,0.042687628
1.6153846,2.0769231,0.031381446
1.6153846,2.2307692,0.022530183
1.6153846,2.3846154,0.015797099
1.6153846,2.5384615,0.010817098
1.6153846,2.6923077,0.0072337762
1.6153846,2.8461538,0.0047243297
1.6153846,3,0.003013257

1.7692308,-3,0.0023225519
1.7692308,-2.8461538,0.0036414089
1.7692308,-2.6923077,0.0055756347
1.7692308,-2.5384615,0.0083375802
1.7692308,-2.3846154,0.012176054
1.7692308,-2.2307692,0.017365767
1.7692308,-2.0769231,0.024188124
1.7692308,-1.9230769,0.032902679
1.7692308,-1.7692308,0.043710037
1.7692308,-1.6153846,0.056708992
1.7692308,-1.4615385,0.071852771
1.7692308,-1.3076923,0.088911095
1.7692308,-1.1538462,0.10744575
1.7692308,-1,0.12680704
1.7692308,-0.84615385,0.14615656
1.7692308,-0.69230769,0.16451826
1.7692308,-0.53846154,0.18085509
1.7692308,-0.38461538,0.19416378
1.7692308,-0.23076923,0.20357598
1.7692308,-0.076923077,0.20845182
1.7692308,0.076923077,0.20845182
1.7692308,0.23076923,0.20357598
1.7692308,0.38461538,0.19416378
1.7692308,0.53846154,0.18085509
1.7692308,0.69230769,0.16451826
1.7692308,0.84615385,0.14615656
1.7692308,1,0.12680704
1.7692308,1.1538462,0.10744575
1.7692308,1.3076923,0.088911095
1.7692308,1.4615385,0.071852771
1.7692308,1.6153846,0.056708992
1.7692308,1.7692308,0.043710037
1.7692308,1.9230769,0.032902679
1.7692308,2.0769231,0.024188124
1.7692308,2.2307692,0.017365767
1.7692308,2.3846154,0.012176054
1.7692308,2.5384615,0.0083375802
1.7692308,2.6923077,0.0055756347
1.7692308,2.8461538,0.0036414089
1.7692308,3,0.0023225519

1.9230769,-3,0.0017482982
1.9230769,-2.8461538,0.0027410663
1.9230769,-2.6923077,0.0041970525
1.9230769,-2.5384615,0.0062761037
1.9230769,-2.3846154,0.0091655106
1.9230769,-2.2307692,0.013072061
1.9230769,-2.0769231,0.018207582
1.9230769,-1.9230769,0.024767453
1.9230769,-1.7692308,0.032902679
1.9230769,-1.6153846,0.042687628
1.9230769,-1.4615385,0.054087089
1.9230769,-1.3076923,0.066927722
1.9230769,-1.1538462,0.080879661
1.9230769,-1,0.095453847
1.9230769,-0.84615385,0.11001918
1.9230769,-0.69230769,0.12384093
1.9230769,-0.53846154,0.13613846
1.9230769,-0.38461538,0.14615656
1.9230769,-0.23076923,0.15324158
1.9230769,-0.076923077,0.15691186
1.9230769,0.076923077,0.15691186
1.9230769,0.23076923,0.15324158
1.9230769,0.38461538,0.14615656
1.9230769,0.53846154,0.13613846
1.9230769,0.69230769,0.12384093
1.9230769,0.84615385,0.11001918
1.9230769,1,0.095453847
1.9230769,1.1538462,0.080879661
1.9230769,1.3076923,0.066927722
1.9230769,1.4615385,0.054087089
1.9230769,1.6153846,0.042687628
1.9230769,1.7692308,0.032902679
1.9230769,1.9230769,0.024767453
1.9230769,2.0769231,0.018207582
1.9230769,2.2307692,0.013072061
1.9230769,2.3846154,0.0091655106
1.9230769,2.5384615,0.0062761037
1.9230769,2.6923077,0.0041970525
1.9230769,2.8461538,0.0027410663
1.9230769,3,0.0017482982

2.0769231,-3,0.0012852465
2.0769231,-2.8461538,0.0020150715
2.0769231,-2.6923077,0.0030854274
2.0769231,-2.5384615,0.0046138242
2.0769231,-2.3846154,0.006737947
2.0769231,-2.2307692,0.009609814
2.0769231,-2.0769231,0.013385149
2.0769231,-1.9230769,0.018207582
2.0769231,-1.7692308,0.024188124
2.0769231,-1.6153846,0.031381446
2.0769231,-1.4615385,0.039761663
2.0769231,-1.3076923,0.049201345
2.0769231,-1.1538462,0.059457994
2.0769231,-1,0.070172082
2.0769231,-0.84615385,0.080879661
2.0769231,-0.69230769,0.091040601
2.0769231,-0.53846154,0.10008103
2.0769231,-0.38461538,0.10744575
2.0769231,-0.23076923,0.11265424
2.0769231,-0.076923077,0.11535242
2.0769231,0.076923077,0.11535242
2.0769231,0.23076923,0.11265424
2.0769231,0.38461538,0.10744575
2.0769231,0.53846154,0.10008103
2.0769231,0.69230769,0.091040601
2.0769231,0.84615385,0.080879661
2.0769231,1,0.070172082
2.0769231,1.1538462,0.059457994
2.0769231,1.3076923,0.049201345
2.0769231,1.4615385,0.039761663
2.0769231,1.6153846,0.031381446
2.0769231,1.7692308,0.024188124
2.0769231,1.9230769,0.018207582
2.0769231,2.0769231,0.013385149
2.0769231,2.2307692,0.009609814
2.0769231,2.3846154,0.006737947
2.0769231,2.5384615,0.0046138242
2.0769231,2.6923077,0.0030854274
2.0769231,2.8461538,0.0020150715
2.0769231,3,0.0012852465

2.2307692,-3,0.00092273758
2.2307692,-2.8461538,0.0014467125
2.2307692,-2.6923077,0.0022151702
2.2307692,-2.5384615,0.0033124765
2.2307692,-2.3846154,0.004837482
2.2307692,-2.2307692,0.0068993273
2.2307692,-2.0769231,0.009609814
2.2307692,-1.9230769,0.013072061
2.2307692,-1.7692308,0.017365767
2.2307692,-1.6153846,0.022530183
2.2307692,-1.4615385,0.028546726
2.2307692,-1.3076923,0.035323908
2.2307692,-1.1538462,0.042687628
2.2307692,-1,0.050379765
2.2307692,-0.84615385,0.058067227
2.2307692,-0.69230769,0.065362234
2.2307692,-0.53846154,0.071852771
2.2307692,-0.38461538,0.077140243
2.2307692,-0.23076923,0.080879661
2.2307692,-0.076923077,0.082816807
2.2307692,0.076923077,0.082816807
2.2307692,0.23076923,0.080879661
2.2307692,0.38461538,0.077140243
2.2307692,0.53846154,0.071852771
2.2307692,0.69230769,0.065362234
2.2307692,0.84615385,0.058067227
2.2307692,1,0.050379765
2.2307692,1.1538462,0.042687628
2.2307692,1.3076923,0.035323908
2.2307692,1.4615385,0.028546726
2.2307692,1.6153846,0.022530183
2.2307692,1.7692308,0.017365767
2.2307692,1.9230769,0.013072061
2.2307692,2.0769231,0.009609814
2.2307692,2.2307692,0.0068993273
2.2307692,2.3846154,0.004837482
2.2307692,2.5384615,0.0033124765
2.2307692,2.6923077,0.0022151702
2.2307692,2.8461538,0.0014467125
2.2307692,3,0.00092273758

2.3846154,-3,0.00064697994
2.3846154,-2.8461538,0.0010143664
2.3846154,-2.6923077,0.0015531726
2.3846154,-2.5384615,0.0023225519
2.3846154,-2.3846154,0.0033918135
2.3846154,-2.2307692,0.004837482
2.3846154,-2.0769231,0.006737947
2.3846154,-1.9230769,0.0091655106
2.3846154,-1.7692308,0.012176054
2.3846154,-1.6153846,0.015797099
2.3846154,-1.4615385,0.020015614
2.3846154,-1.3076923,0.024767453
2.3846154,-1.1538462,0.029930545
2.3846154,-1,0.035323908
2.3846154,-0.84615385,0.040713993
2.3846154,-0.69230769,0.045828907
2.3846154,-0.53846154,0.050379765
2.3846154,-0.38461538,0.054087089
2.3846154,-0.23076923,0.056708992
2.3846154,-0.076923077,0.058067227
2.3846154,0.076923077,0.058067227
2.3846154,0.23076923,0.056708992
2.3846154,0.38461538,0.054087089
2.3846154,0.53846154,0.050379765
2.3846154,0.69230769,0.045828907
2.3846154,0.84615385,0.040713993
2.3846154,1,0.035323908
2.3846154,1.1538462,0.029930545
2.3846154,1.3076923,0.024767453
2.3846154,1.4615385,0.020015614
2.3846154,1.6153846,0.015797099
2.3846154,1.7692308,0.012176054
2.3846154,1.9230769,0.0091655106
2.3846154,2.0769231,0.006737947
2.3846154,2.2307692,0.004837482
2.3846154,2.3846154,0.0033918135
2.3846154,2.5384615,0.0023225519
2.3846154,2.6923077,0.0015531726
2.3846154,2.8461538,0.0010143664
2.3846154,3,0.00064697994

2.5384615,-3,0.00044302095
2.5384615,-2.8461538,0.00069458963
2.5384615,-2.6923077,0.0010635384
2.5384615,-2.5384615,0.0015903725
2.5384615,-2.3846154,0.0023225519
2.5384615,-2.2307692,0.0033124765
2.5384615,-2.0769231,0.0046138242
2.5384615,-1.9230769,0.0062761037
2.5384615,-1.7692308,0.0083375802
2.5384615,-1.6153846,0.010817098
2.5384615,-1.4615385,0.013705736
2.5384615,-1.3076923,0.016959569
2.5384615,-1.1538462,0.020495007
2.5384615,-1,0.024188124
2.5384615,-0.84615385,0.027878997
2.5384615,-0.69230769,0.031381446
2.5384615,-0.53846154,0.034497656
2.5384615,-0.38461538,0.037036255
2.5384615,-0.23076923,0.038831609
2.5384615,-0.076923077,0.039761663
2.5384615,0.076923077,0.039761663
2.5384615,0.23076923,0.038831609
2.5384615,0.38461538,0.037036255
2.5384615,0.53846154,0.034497656
2.5384615,0.69230769,0.031381446
2.5384615,0.84615385,0.027878997
2.5384615,1,0.024188124
2.5384615,1.1538462,0.020495007
2.5384615,1.3076923,0.016959569
2.5384615,1.4615385,0.013705736
2.5384615,1.6153846,0.010817098
2.5384615,1.7692308,0.0083375802
2.5384615,1.9230769,0.0062761037
2.5384615,2.0769231,0.0046138242
2.5384615,2.2307692,0.0033124765
2.5384615,2.3846154,0.0023225519
2.5384615,2.5384615,0.0015903725
2.5384615,2.6923077,0.0010635384
2.5384615,2.8461538,0.00069458963
2.5384615,3,0.00044302095

2.6923077,-3,0.00029626378
2.6923077,-2.8461538,0.00046449665
2.6923077,-2.6923077,0.00071122572
2.6923077,-2.5384615,0.0010635384
2.6923077,-2.3846154,0.0015531726
2.6923077,-2.2307692,0.0022151702
2.6923077,-2.0769231,0.0030854274
2.6923077,-1.9230769,0.0041970525
2.6923077,-1.7692308,0.0055756347
2.6923077,-1.6153846,0.0072337762
2.6923077,-1.4615385,0.0091655106
2.6923077,-1.3076923,0.011341463
2.6923077,-1.1538462,0.013705736
2.6923077,-1,0.016175454
2.6923077,-0.84615385,0.018643671
2.6923077,-0.69230769,0.020985883
2.6923077,-0.53846154,0.023069802
2.6923077,-0.38461538,0.024767453
2.6923077,-0.23076923,0.02596807
2.6923077,-0.076923077,0.02659003
2.6923077,0.076923077,0.02659003
2.6923077,0.23076923,0.02596807
2.6923077,0.38461538,0.024767453
2.6923077,0.53846154,0.023069802
2.6923077,0.69230769,0.020985883
2.6923077,0.84615385,0.018643671
2.6923077,1,0.016175454
2.6923077,1.1538462,0.013705736
2.6923077,1.3076923,0.011341463
2.6923077,1.4615385,0.0091655106
2.6923077,1.6153846,0.0072337762
